@backstage/plugin-events-backend-module-google-pubsub,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-events-backend-module-kafka,0.3.6,0.3.5,0.3.5,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-events-backend-test-utils,0.1.57,0.1.56,0.1.56,0.1.55,0.1.55,0.1.55,0.1.54,0.1.54,0.1.54,0.1.54,0.1.54,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.53,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.52,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.51,0.1.50,0.1.50,0.1.50,0.1.50,0.1.50,0.1.50,0.1.49,0.1.49,0.1.49,0.1.49,0.1.48,0.1.48,0.1.48,0.1.48,0.1.48,0.1.47,0.1.47,0.1.47,0.1.47,0.1.47,0.1.47,0.1.46,0.1.46,0.1.46,0.1.45,0.1.45,0.1.45,0.1.44,0.1.44,0.1.43,0.1.43,0.1.42,0.1.42,0.1.41,0.1.41,0.1.40,0.1.40,0.1.39,0.1.39,0.1.39,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.37,0.1.37,0.1.37,0.1.37,0.1.37,0.1.36,0.1.36,0.1.35,0.1.35,0.1.35,0.1.35,0.1.35,0.1.34,0.1.33,0.1.33,0.1.33,0.1.33,0.1.32,0.1.32,0.1.32,0.1.31,0.1.31,0.1.30,0.1.30,0.1.29,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.26,0.1.26,0.1.26,0.1.25,0.1.24,0.1.24,0.1.23,0.1.22,0.1.21,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.19,0.1.18,0.1.18,0.1.17,0.1.17,0.1.17,0.1.17,0.1.17,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.14,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.12,0.1.11,0.1.10,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,
@backstage/plugin-events-node,0.4.24,0.4.23,0.4.23,0.4.22,0.4.22,0.4.22,0.4.21,0.4.21,0.4.21,0.4.21,0.4.21,0.4.20,0.4.20,0.4.20,0.4.20,0.4.20,0.4.20,0.4.19,0.4.19,0.4.19,0.4.19,0.4.19,0.4.19,0.4.19,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.18,0.4.17,0.4.17,0.4.17,0.4.17,0.4.17,0.4.17,0.4.16,0.4.16,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.10,0.4.10,0.4.9,0.4.9,0.4.8,0.4.8,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.5,0.4.5,0.4.5,0.4.5,0.4.5,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.4.0,0.4.0,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.5,0.3.4,0.3.4,0.3.4,0.3.4,0.3.4,0.3.4,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.1,0.3.0,0.3.0,0.2.22,0.2.21,0.2.20,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.16,0.2.16,0.2.16,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.13,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.10,0.2.9,0.2.9,0.2.8,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.1,0.2.0,0.2.0,0.1.0,0.1.0,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,
@backstage/plugin-explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4.21,0.4.21,0.4.21,0.4.21,0.4.20,0.4.20,0.4.19,0.4.19,0.4.19,0.4.18,0.4.17,0.4.17,0.4.16,0.4.16,0.4.16,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.11,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.10,0.4.9,0.4.9,0.4.9,0.4.8,0.4.7,0.4.7,0.4.6,0.4.5,0.4.4,0.4.3,0.4.3,0.4.2,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.45,0.3.45,0.3.44,0.3.43,0.3.42,0.3.42,0.3.42,0.3.42,0.3.41,0.3.41,0.3.41,0.3.40,0.3.39,0.3.39,0.3.38,0.3.37,0.3.37,0.3.36,0.3.36,0.3.36,0.3.35,0.3.35,0.3.34,0.3.34,0.3.34,0.3.34
@backstage/plugin-explore-backend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.28,0.0.28,0.0.28,0.0.28,0.0.27,0.0.27,0.0.26,0.0.26,0.0.26,0.0.25,0.0.24,0.0.24,0.0.23,0.0.22,0.0.21,0.0.20,0.0.20,0.0.19,0.0.19,0.0.19,0.0.19,0.0.18,0.0.18,0.0.17,0.0.17,0.0.17,0.0.17,0.0.17,0.0.16,0.0.16,0.0.16,0.0.16,0.0.16,0.0.16,0.0.16,0.0.15,0.0.15,0.0.14,0.0.13,0.0.13,0.0.13,0.0.12,0.0.12,0.0.12,0.0.11,0.0.10,0.0.10,0.0.9,0.0.8,0.0.7,0.0.7,0.0.7,0.0.6,0.0.6,0.0.6,0.0.5,0.0.5,0.0.4,0.0.4,0.0.3,0.0.2,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-explore-common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.3,0.0.3,0.0.3,0.0.3,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-explore-react,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.39,0.0.39,0.0.39,0.0.39,0.0.38,0.0.38,0.0.37,0.0.37,0.0.37,0.0.37,0.0.37,0.0.37,0.0.36,0.0.36,0.0.36,0.0.36,0.0.36,0.0.35,0.0.35,0.0.35,0.0.35,0.0.34,0.0.34,0.0.33,0.0.33,0.0.33,0.0.33,0.0.33,0.0.32,0.0.32,0.0.32,0.0.32,0.0.32,0.0.32,0.0.32,0.0.31,0.0.31,0.0.31,0.0.31,0.0.31,0.0.31,0.0.30,0.0.30,0.0.30,0.0.30,0.0.30,0.0.30,0.0.30,0.0.29,0.0.28,0.0.28,0.0.28,0.0.28,0.0.28,0.0.28,0.0.27,0.0.27,0.0.26,0.0.26,0.0.25,0.0.25,0.0.24,0.0.24,0.0.23,0.0.23,0.0.23,0.0.23,0.0.22,0.0.22,0.0.22,0.0.21,0.0.20,0.0.20,0.0.19,0.0.18,0.0.18,0.0.17,0.0.17,0.0.17,0.0.16,0.0.16,0.0.15,0.0.15,0.0.15,0.0.15
@backstage/plugin-firehydrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.19,0.2.19,0.2.19,0.2.19,0.2.18,0.2.18,0.2.17,0.2.17,0.2.17,0.2.16,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.6,0.2.5,0.2.5,0.2.4,0.2.3,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.1.32,0.1.32,0.1.31,0.1.31,0.1.30,0.1.29,0.1.28,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.27,0.1.26,0.1.25,0.1.25,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.20,0.1.20,0.1.20,0.1.20
@backstage/plugin-fossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.67,0.2.67,0.2.67,0.2.67,0.2.66,0.2.66,0.2.65,0.2.65,0.2.65,0.2.64,0.2.63,0.2.63,0.2.62,0.2.62,0.2.62,0.2.62,0.2.62,0.2.61,0.2.61,0.2.61,0.2.61,0.2.60,0.2.60,0.2.59,0.2.59,0.2.58,0.2.58,0.2.58,0.2.57,0.2.57,0.2.57,0.2.57,0.2.57,0.2.57,0.2.57,0.2.56,0.2.56,0.2.56,0.2.56,0.2.56,0.2.56,0.2.55,0.2.55,0.2.55,0.2.54,0.2.53,0.2.53,0.2.52,0.2.51,0.2.50,0.2.50,0.2.50,0.2.49,0.2.49,0.2.49,0.2.48,0.2.48,0.2.47,0.2.47,0.2.46,0.2.46,0.2.45,0.2.44,0.2.43,0.2.43,0.2.43,0.2.43,0.2.42,0.2.42,0.2.42,0.2.41,0.2.40,0.2.40,0.2.39,0.2.38,0.2.38,0.2.37,0.2.37,0.2.37,0.2.36,0.2.36,0.2.35,0.2.35,0.2.35,0.2.35
@backstage/plugin-gateway-backend,1.1.7,1.1.6,1.1.6,1.1.5,1.1.5,1.1.5,1.1.4,1.1.4,1.1.4,1.1.4,1.1.4,1.1.3,1.1.3,1.1.3,1.1.3,1.1.3,1.1.3,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.1.0,1.0.6,1.0.6,1.0.6,1.0.6,1.0.5,1.0.5,1.0.5,1.0.5,1.0.5,1.0.4,1.0.4,1.0.4,1.0.4,1.0.4,1.0.4,1.0.3,1.0.3,1.0.3,1.0.2,1.0.2,1.0.2,1.0.1,1.0.1,1.0.0,1.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-gcalendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.28,0.3.28,0.3.28,0.3.28,0.3.27,0.3.27,0.3.26,0.3.26,0.3.26,0.3.25,0.3.24,0.3.24,0.3.23,0.3.23,0.3.23,0.3.23,0.3.23,0.3.22,0.3.22,0.3.22,0.3.22,0.3.21,0.3.21,0.3.20,0.3.20,0.3.20,0.3.20,0.3.20,0.3.19,0.3.19,0.3.19,0.3.19,0.3.19,0.3.19,0.3.19,0.3.18,0.3.18,0.3.18,0.3.18,0.3.18,0.3.18,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.16,0.3.15,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.11,0.3.11,0.3.10,0.3.10,0.3.9,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.5,0.3.4,0.3.4,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.1,0.3.0,0.3.0,0.2.0,0.2.0,0.2.0,0.2.0
@backstage/plugin-gcp-projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.51,0.3.51,0.3.51,0.3.51,0.3.50,0.3.50,0.3.49,0.3.49,0.3.49,0.3.48,0.3.47,0.3.47,0.3.46,0.3.46,0.3.46,0.3.46,0.3.46,0.3.45,0.3.45,0.3.45,0.3.45,0.3.44,0.3.44,0.3.43,0.3.43,0.3.43,0.3.43,0.3.43,0.3.42,0.3.42,0.3.42,0.3.42,0.3.42,0.3.42,0.3.42,0.3.41,0.3.41,0.3.41,0.3.41,0.3.41,0.3.41,0.3.40,0.3.40,0.3.40,0.3.40,0.3.40,0.3.40,0.3.39,0.3.38,0.3.37,0.3.37,0.3.37,0.3.36,0.3.36,0.3.36,0.3.35,0.3.35,0.3.34,0.3.34,0.3.33,0.3.33,0.3.32,0.3.31,0.3.30,0.3.30,0.3.30,0.3.30,0.3.29,0.3.29,0.3.29,0.3.28,0.3.27,0.3.27,0.3.26,0.3.25,0.3.25,0.3.24,0.3.24,0.3.24,0.3.23,0.3.23,0.3.22,0.3.22,0.3.22,0.3.22
@backstage/plugin-git-release-manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.47,0.3.47,0.3.47,0.3.47,0.3.46,0.3.46,0.3.45,0.3.45,0.3.45,0.3.44,0.3.43,0.3.43,0.3.42,0.3.42,0.3.42,0.3.42,0.3.42,0.3.41,0.3.41,0.3.41,0.3.41,0.3.40,0.3.40,0.3.39,0.3.39,0.3.39,0.3.39,0.3.39,0.3.38,0.3.38,0.3.38,0.3.38,0.3.38,0.3.38,0.3.38,0.3.37,0.3.37,0.3.37,0.3.37,0.3.37,0.3.37,0.3.36,0.3.36,0.3.36,0.3.35,0.3.34,0.3.34,0.3.33,0.3.32,0.3.31,0.3.31,0.3.31,0.3.30,0.3.30,0.3.30,0.3.29,0.3.29,0.3.28,0.3.28,0.3.27,0.3.27,0.3.26,0.3.25,0.3.24,0.3.24,0.3.24,0.3.24,0.3.23,0.3.23,0.3.23,0.3.22,0.3.21,0.3.21,0.3.20,0.3.19,0.3.19,0.3.18,0.3.18,0.3.18,0.3.17,0.3.17,0.3.16,0.3.16,0.3.16,0.3.16
@backstage/plugin-github-actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6.16,0.6.16,0.6.16,0.6.16,0.6.15,0.6.15,0.6.14,0.6.14,0.6.14,0.6.13,0.6.12,0.6.12,0.6.11,0.6.11,0.6.11,0.6.11,0.6.11,0.6.10,0.6.10,0.6.10,0.6.10,0.6.9,0.6.9,0.6.8,0.6.8,0.6.7,0.6.7,0.6.7,0.6.6,0.6.6,0.6.6,0.6.6,0.6.6,0.6.6,0.6.6,0.6.5,0.6.5,0.6.5,0.6.5,0.6.5,0.6.5,0.6.4,0.6.4,0.6.4,0.6.3,0.6.2,0.6.2,0.6.1,0.6.0,0.5.18,0.5.18,0.5.18,0.5.17,0.5.17,0.5.17,0.5.16,0.5.16,0.5.15,0.5.15,0.5.14,0.5.14,0.5.13,0.5.12,0.5.11,0.5.11,0.5.11,0.5.11,0.5.10,0.5.10,0.5.10,0.5.9,0.5.8,0.5.8,0.5.7,0.5.6,0.5.6,0.5.5,0.5.5,0.5.5,0.5.4,0.5.4,0.5.3,0.5.3,0.5.3,0.5.3
@backstage/plugin-github-deployments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.66,0.1.66,0.1.66,0.1.66,0.1.65,0.1.65,0.1.64,0.1.64,0.1.64,0.1.63,0.1.62,0.1.62,0.1.61,0.1.61,0.1.61,0.1.61,0.1.61,0.1.60,0.1.60,0.1.60,0.1.60,0.1.59,0.1.59,0.1.58,0.1.58,0.1.57,0.1.57,0.1.57,0.1.56,0.1.56,0.1.56,0.1.56,0.1.56,0.1.56,0.1.56,0.1.55,0.1.55,0.1.55,0.1.55,0.1.55,0.1.55,0.1.54,0.1.54,0.1.54,0.1.53,0.1.52,0.1.52,0.1.51,0.1.50,0.1.49,0.1.49,0.1.49,0.1.48,0.1.48,0.1.48,0.1.47,0.1.47,0.1.46,0.1.46,0.1.45,0.1.45,0.1.44,0.1.43,0.1.42,0.1.42,0.1.42,0.1.42,0.1.41,0.1.41,0.1.41,0.1.40,0.1.39,0.1.39,0.1.38,0.1.37,0.1.37,0.1.36,0.1.36,0.1.36,0.1.35,0.1.35,0.1.34,0.1.34,0.1.34,0.1.34
@backstage/plugin-github-issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4.2,0.4.2,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.3.0,0.2.20,0.2.20,0.2.19,0.2.19,0.2.19,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.18,0.2.17,0.2.17,0.2.16,0.2.16,0.2.15,0.2.15,0.2.15,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.11,0.2.10,0.2.10,0.2.9,0.2.8,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.4,0.2.4,0.2.3,0.2.3,0.2.2,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,
@backstage/plugin-github-pull-requests-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.1,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.1.27,0.1.27,0.1.27,0.1.26,0.1.25,0.1.25,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.23,0.1.23,0.1.22,0.1.22,0.1.21,0.1.21,0.1.20,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.19,0.1.19,0.1.19,0.1.19,0.1.18,0.1.18,0.1.18,0.1.18,0.1.18,0.1.18,0.1.17,0.1.17,0.1.17,0.1.16,0.1.15,0.1.15,0.1.14,0.1.13,0.1.12,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.9,0.1.9,0.1.8,0.1.8,0.1.7,0.1.6,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.4,0.1.3,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,,,,,,,,,
@backstage/plugin-gitops-profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.50,0.3.50,0.3.50,0.3.50,0.3.49,0.3.49,0.3.48,0.3.48,0.3.48,0.3.47,0.3.46,0.3.46,0.3.45,0.3.45,0.3.45,0.3.45,0.3.45,0.3.44,0.3.44,0.3.44,0.3.44,0.3.43,0.3.43,0.3.42,0.3.42,0.3.42,0.3.42,0.3.42,0.3.41,0.3.41,0.3.41,0.3.41,0.3.41,0.3.41,0.3.41,0.3.40,0.3.40,0.3.40,0.3.40,0.3.40,0.3.40,0.3.39,0.3.39,0.3.39,0.3.39,0.3.39,0.3.39,0.3.38,0.3.37,0.3.36,0.3.36,0.3.36,0.3.35,0.3.35,0.3.35,0.3.34,0.3.34,0.3.33,0.3.33,0.3.32,0.3.32,0.3.31,0.3.30,0.3.29,0.3.29,0.3.29,0.3.29,0.3.28,0.3.28,0.3.28,0.3.27,0.3.26,0.3.26,0.3.25,0.3.24,0.3.24,0.3.23,0.3.23,0.3.23,0.3.22,0.3.22,0.3.21,0.3.21,0.3.21,0.3.21
@backstage/plugin-gocd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.41,0.1.41,0.1.41,0.1.41,0.1.40,0.1.40,0.1.39,0.1.39,0.1.39,0.1.38,0.1.37,0.1.37,0.1.36,0.1.36,0.1.36,0.1.36,0.1.36,0.1.35,0.1.35,0.1.35,0.1.35,0.1.34,0.1.34,0.1.33,0.1.33,0.1.32,0.1.32,0.1.32,0.1.31,0.1.31,0.1.31,0.1.31,0.1.31,0.1.31,0.1.31,0.1.30,0.1.30,0.1.30,0.1.30,0.1.30,0.1.30,0.1.29,0.1.29,0.1.29,0.1.28,0.1.27,0.1.27,0.1.26,0.1.25,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.23,0.1.22,0.1.22,0.1.21,0.1.21,0.1.20,0.1.20,0.1.19,0.1.18,0.1.17,0.1.17,0.1.17,0.1.17,0.1.16,0.1.16,0.1.16,0.1.15,0.1.14,0.1.14,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9
@backstage/plugin-graphiql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.5,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.3.0,0.3.0,0.2.55,0.2.55,0.2.55,0.2.55,0.2.55,0.2.55,0.2.55,0.2.54,0.2.54,0.2.54,0.2.54,0.2.54,0.2.54,0.2.53,0.2.53,0.2.53,0.2.53,0.2.53,0.2.53,0.2.52,0.2.51,0.2.50,0.2.50,0.2.50,0.2.49,0.2.49,0.2.49,0.2.48,0.2.48,0.2.47,0.2.47,0.2.46,0.2.46,0.2.45,0.2.44,0.2.43,0.2.43,0.2.43,0.2.43,0.2.42,0.2.42,0.2.42,0.2.41,0.2.40,0.2.40,0.2.39,0.2.38,0.2.38,0.2.37,0.2.37,0.2.37,0.2.36,0.2.36,0.2.35,0.2.35,0.2.35,0.2.35
